"filename", "language", "SCSS", "JavaScript", "Markdown", "JSON", "HTML", "comment", "blank", "total"
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/router/MainRouter.js", "JavaScript", 0, 49, 0, 0, 0, 0, 10, 59
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/router/PrivateRoute.js", "JavaScript", 0, 19, 0, 0, 0, 0, 3, 22
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/router/PublicRoute.js", "JavaScript", 0, 19, 0, 0, 0, 0, 3, 22
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/setupTests.js", "JavaScript", 0, 1, 0, 0, 0, 4, 1, 6
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/store/store.js", "JavaScript", 0, 6, 0, 0, 0, 0, 3, 9
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/buttons.scss", "SCSS", 169, 0, 0, 0, 0, 1, 40, 210
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/animated-background.scss", "SCSS", 1283, 0, 0, 0, 0, 0, 404, 1687
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/calendar-modal.scss", "SCSS", 190, 0, 0, 0, 0, 1, 42, 233
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/crew-modal.scss", "SCSS", 233, 0, 0, 0, 0, 1, 53, 287
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/datetimepicker.scss", "SCSS", 23, 0, 0, 0, 0, 1, 8, 32
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/loading-popup.scss", "SCSS", 11, 0, 0, 0, 0, 0, 0, 11
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/loading.scss", "SCSS", 338, 0, 0, 0, 0, 0, 89, 427
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/modal-clock.scss", "SCSS", 81, 0, 0, 0, 0, 0, 14, 95
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/navbar.scss", "SCSS", 132, 0, 0, 0, 0, 0, 27, 159
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/order-form.scss", "SCSS", 296, 0, 0, 0, 0, 0, 66, 362
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/pdf-modal.scss", "SCSS", 282, 0, 0, 0, 0, 7, 54, 343
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/table.scss", "SCSS", 79, 0, 0, 0, 0, 0, 20, 99
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/toast.scss", "SCSS", 26, 0, 0, 0, 0, 0, 4, 30
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/topbar.scss", "SCSS", 58, 0, 0, 0, 0, 1, 11, 70
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/components/warehouse-modal.scss", "SCSS", 103, 0, 0, 0, 0, 1, 23, 127
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/global.scss", "SCSS", 99, 0, 0, 0, 0, 0, 25, 124
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/calendar-screen.scss", "SCSS", 94, 0, 0, 0, 0, 10, 26, 130
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/crew-screen.scss", "SCSS", 109, 0, 0, 0, 0, 158, 27, 294
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/docs-screen.scss", "SCSS", 348, 0, 0, 0, 0, 1, 78, 427
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/loading-screen.scss", "SCSS", 7, 0, 0, 0, 0, 0, 0, 7
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/login-screen.scss", "SCSS", 114, 0, 0, 0, 0, 0, 25, 139
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/new-order-screen.scss", "SCSS", 4, 0, 0, 0, 0, 0, 0, 4
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/order-screen.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/pages/warehouse-screen.scss", "SCSS", 106, 0, 0, 0, 0, 0, 25, 131
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/styles.scss", "SCSS", 25, 0, 0, 0, 0, 28, 28, 81
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/styles/variables.scss", "SCSS", 7, 0, 0, 0, 0, 0, 0, 7
"/Volumes/Almacen/Desarrollador/REPO/REPO_FINAL_PROJECT/src/types/types.js", "JavaScript", 0, 39, 0, 0, 0, 7, 8, 54
"Total", "-", 4217, 4488, 38, 37987, 18, 365, 2191, 49304
